ATC;Bezeichnung
R06AA01;R06AA01 Bromazin
R06AA02;R06AA02 Diphenhydramin
R06AA04;R06AA04 Clemastin
R06AA06;R06AA06 Chlorphenoxamin
R06AA07;R06AA07 Diphenylpyralin
R06AA08;R06AA08 Carbinoxamin
R06AA09;R06AA09 Doxylamin
R06AA52;R06AA52 Diphenhydramin, Kombinationen
R06AA54;R06AA54 Clemastin, Kombinationen
R06AA56;R06AA56 Chlorphenoxamin, Kombinationen
R06AA57;R06AA57 Diphenylpyralin, Kombinationen
R06AA59;R06AA59 Doxylamin, Kombinationen
R06AB01;R06AB01 Brompheniramin
R06AB02;R06AB02 Dexchlorpheniramin
R06AB03;R06AB03 Dimetinden
R06AB04;R06AB04 Chlorphenamin
R06AB05;R06AB05 Pheniramin
R06AB06;R06AB06 Dexbrompheniramin
R06AB07;R06AB07 Talastin
R06AB51;R06AB51 Brompheniramin, Kombinationen
R06AB52;R06AB52 Dexchlorpheniramin, Kombinationen
R06AB54;R06AB54 Chlorphenamin, Kombinationen
R06AB56;R06AB56 Dexbrompheniramin, Kombinationen
R06AC01;R06AC01 Mepyramin
R06AC02;R06AC02 Histapyrrodin
R06AC03;R06AC03 Chloropyramin
R06AC04;R06AC04 Tripelennamin
R06AC05;R06AC05 Methapyrilen
R06AC06;R06AC06 Thonzylamin
R06AC52;R06AC52 Histapyrrodin, Kombinationen
R06AC53;R06AC53 Chloropyramin, Kombinationen
R06AD01;R06AD01 Alimemazin
R06AD02;R06AD02 Promethazin
R06AD03;R06AD03 Thiethylperazin
R06AD04;R06AD04 Methdilazin
R06AD05;R06AD05 Hydroxyethylpromethazin
R06AD06;R06AD06 Thiazinam
R06AD07;R06AD07 Mequitazin
R06AD08;R06AD08 Oxomemazin
R06AD09;R06AD09 Isothipendyl
R06AD52;R06AD52 Promethazin, Kombinationen
R06AD55;R06AD55 Hydroxyethylpromethazin, Kombinationen
R06AE01;R06AE01 Buclizin
R06AE03;R06AE03 Cyclizin
R06AE04;R06AE04 Chlorcyclizin
R06AE05;R06AE05 Meclozin
R06AE06;R06AE06 Oxatomid
R06AE07;R06AE07 Cetirizin
R06AE09;R06AE09 Levocetirizin
R06AE51;R06AE51 Buclizin, Kombinationen
R06AE53;R06AE53 Cyclizin, Kombinationen
R06AE55;R06AE55 Meclozin, Kombinationen
R06AX01;R06AX01 Bamipin
R06AX02;R06AX02 Cyproheptadin
R06AX03;R06AX03 Thenalidin
R06AX04;R06AX04 Phenindamin
R06AX05;R06AX05 Antazolin
R06AX07;R06AX07 Triprolidin
R06AX08;R06AX08 Pyrrobutamin
R06AX09;R06AX09 Azatadin
R06AX11;R06AX11 Astemizol
R06AX12;R06AX12 Terfenadin
R06AX13;R06AX13 Loratadin
R06AX15;R06AX15 Mebhydrolin
R06AX16;R06AX16 Deptropin
R06AX17;R06AX17 Ketotifen
R06AX18;R06AX18 Acrivastin
R06AX19;R06AX19 Azelastin
R06AX21;R06AX21 Tritoqualin
R06AX22;R06AX22 Ebastin
R06AX23;R06AX23 Pimethixen
R06AX24;R06AX24 Epinastin
R06AX25;R06AX25 Mizolastin
R06AX26;R06AX26 Fexofenadin
R06AX27;R06AX27 Desloratadin
R06AX28;R06AX28 Rupatadin
R06AX29;R06AX29 Bilastin
R06AX53;R06AX53 Thenalidin, Kombinationen
R06AX58;R06AX58 Pyrrobutamin, Kombinationen
R07AA01;R07AA01 Colfoscerilpalmitat
R07AA02;R07AA02 Natürliche Phospholipide
R07AA30;R07AA30 Kombinationen
R07AB01;R07AB01 Doxapram
R07AB02;R07AB02 Nikethamid
R07AB03;R07AB03 Pentetrazol
R07AB04;R07AB04 Etamivan
R07AB05;R07AB05 Bemegrid
R07AB06;R07AB06 Prethcamid
R07AB07;R07AB07 Almitrin
R07AB08;R07AB08 Dimeflin
R07AB09;R07AB09 Mepixanox
R07AB52;R07AB52 Nikethamid, Kombinationen
R07AB53;R07AB53 Pentetrazol, Kombinationen
R07AX01;R07AX01 Stickoxid
S01AA01;S01AA01 Chloramphenicol
S01AA02;S01AA02 Chlortetracyclin
S01AA03;S01AA03 Neomycin
S01AA04;S01AA04 Oxytetracyclin
S01AA05;S01AA05 Tyrothricin
S01AA07;S01AA07 Framycetin
S01AA09;S01AA09 Tetracyclin
S01AA10;S01AA10 Natamycin
S01AA11;S01AA11 Gentamicin
S01AA12;S01AA12 Tobramycin
S01AA13;S01AA13 Fusidinsäure
S01AA14;S01AA14 Benzylpenicillin
S01AA15;S01AA15 Dihydrostreptomycin
S01AA16;S01AA16 Rifamycin
S01AA17;S01AA17 Erythromycin
S01AA18;S01AA18 Polymyxin B
S01AA19;S01AA19 Ampicillin
S01AA20;S01AA20 Antibiotika in Kombination mit anderen Mitteln
S01AA21;S01AA21 Amikacin
S01AA22;S01AA22 Micronomicin
S01AA23;S01AA23 Netilmicin
S01AA24;S01AA24 Kanamycin
S01AA25;S01AA25 Azidamfenicol
S01AA26;S01AA26 Azithromycin
S01AA30;S01AA30 Kombinationen von Antibiotika
S01AB01;S01AB01 Sulfamethizol
S01AB02;S01AB02 Sulfafurazol
S01AB03;S01AB03 Sulfadicramid
S01AB04;S01AB04 Sulfacetamid
S01AB05;S01AB05 Sulfaphenazol
S01AD01;S01AD01 Idoxuridin
S01AD02;S01AD02 Trifluridin
S01AD03;S01AD03 Aciclovir
S01AD05;S01AD05 Interferon
S01AD06;S01AD06 Vidarabin
S01AD07;S01AD07 Famciclovir
S01AD08;S01AD08 Fomivirsen
S01AD09;S01AD09 Ganciclovir
S01AX01;S01AX01 Quecksilber-haltige Verbindungen
S01AX02;S01AX02 Silber-haltige Verbindungen
S01AX03;S01AX03 Zink-haltige Verbindungen
S01AX04;S01AX04 Nitrofural
S01AX05;S01AX05 Bibrocathol
S01AX06;S01AX06 Resorcin
S01AX07;S01AX07 Natriumborat
S01AX08;S01AX08 Hexamidin
S01AX09;S01AX09 Chlorhexidin
S01AX10;S01AX10 Natriumpropionat
S01AX11;S01AX11 Ofloxacin
S01AX12;S01AX12 Norfloxacin
S01AX13;S01AX13 Ciprofloxacin
S01AX14;S01AX14 Dibrompropamidin
S01AX15;S01AX15 Propamidin
S01AX16;S01AX16 Picloxydin
S01AX17;S01AX17 Lomefloxacin
S01AX18;S01AX18 Povidon-Iod
S01AX19;S01AX19 Levofloxacin
S01AX21;S01AX21 Gatifloxacin
S01AX22;S01AX22 Moxifloxacin
S01AX23;S01AX23 Besifloxacin
S01BA01;S01BA01 Dexamethason
S01BA02;S01BA02 Hydrocortison
S01BA03;S01BA03 Cortison
S01BA04;S01BA04 Prednisolon
S01BA05;S01BA05 Triamcinolon
S01BA06;S01BA06 Betamethason
S01BA07;S01BA07 Fluorometholon
S01BA08;S01BA08 Medryson
S01BA09;S01BA09 Clobetason
S01BA10;S01BA10 Alclometason
S01BA11;S01BA11 Desonid
S01BA12;S01BA12 Formocortal
S01BA13;S01BA13 Rimexolon
S01BA14;S01BA14 Loteprednol
S01BA15;S01BA15 Fluocinolon acetonid
S01BB01;S01BB01 Hydrocortison und Mydriatika
S01BB02;S01BB02 Prednisolon und Mydriatika
S01BB03;S01BB03 Fluorometholon und Mydriatika
S01BB04;S01BB04 Betamethason und Mydriatika
S01BC01;S01BC01 Indometacin
S01BC02;S01BC02 Oxyphenbutazon
S01BC03;S01BC03 Diclofenac
S01BC04;S01BC04 Flurbiprofen
S01BC05;S01BC05 Ketorolac
S01BC06;S01BC06 Piroxicam
S01BC07;S01BC07 Bendazac
S01BC08;S01BC08 Salicylsäure
S01BC09;S01BC09 Pranoprofen
S01BC10;S01BC10 Nepafenac
S01BC11;S01BC11 Bromfenac
S01CA01;S01CA01 Dexamethason und Antiinfektiva
S01CA02;S01CA02 Prednisolon und Antiinfektiva
S01CA03;S01CA03 Hydrocortison und Antiinfektiva
S01CA04;S01CA04 Fluocortolon und Antiinfektiva
S01CA05;S01CA05 Betamethason und Antiinfektiva
S01CA06;S01CA06 Fludrocortison und Antiinfektiva
S01CA07;S01CA07 Fluorometholon und Antiinfektiva
S01CA08;S01CA08 Methylprednisolon und Antiinfektiva
S01CA09;S01CA09 Chlorprednison und Antiinfektiva
S01CA10;S01CA10 Fluocinolonacetonid und Antiinfektiva
S01CA11;S01CA11 Clobetason und Antiinfektiva
S01CB01;S01CB01 Dexamethason
S01CB02;S01CB02 Prednisolon
S01CB03;S01CB03 Hydrocortison
S01CB04;S01CB04 Betamethason
S01CB05;S01CB05 Fluorometholon
S01CC01;S01CC01 Diclofenac und Antiinfektiva
S01EA01;S01EA01 Epinephrin
S01EA02;S01EA02 Dipivefrin
S01EA03;S01EA03 Apraclonidin
S01EA04;S01EA04 Clonidin
S01EA05;S01EA05 Brimonidin
S01EA51;S01EA51 Epinephrin, Kombinationen
S01EB01;S01EB01 Pilocarpin
S01EB02;S01EB02 Carbachol
S01EB03;S01EB03 Ecothiopat
S01EB04;S01EB04 Demecarium
S01EB05;S01EB05 Physostigmin
S01EB06;S01EB06 Neostigmin
S01EB07;S01EB07 Fluostigmin
S01EB08;S01EB08 Aceclidin
S01EB09;S01EB09 Acetylcholin
S01EB10;S01EB10 Paraoxon
S01EB51;S01EB51 Pilocarpin, Kombinationen
S01EB58;S01EB58 Aceclidin, Kombinationen
S01EC01;S01EC01 Acetazolamid
S01EC02;S01EC02 Diclofenamid
S01EC03;S01EC03 Dorzolamid
S01EC04;S01EC04 Brinzolamid
S01EC05;S01EC05 Methazolamid
S01ED01;S01ED01 Timolol
S01ED02;S01ED02 Betaxolol
S01ED03;S01ED03 Levobunolol
S01ED04;S01ED04 Metipranolol
S01ED05;S01ED05 Carteolol
S01ED06;S01ED06 Befunolol
S01ED51;S01ED51 Timolol, Kombinationen
S01ED52;S01ED52 Betaxolol, Kombinationen
S01ED54;S01ED54 Metipranolol, Kombinationen
S01ED55;S01ED55 Carteolol, Kombinationen
S01EE01;S01EE01 Latanoprost
S01EE02;S01EE02 Unoproston
S01EE03;S01EE03 Bimatoprost
S01EE04;S01EE04 Travoprost
S01EE05;S01EE05 Tafluprost
S01EX01;S01EX01 Guanethidin
S01EX02;S01EX02 Dapiprazol
S01FA01;S01FA01 Atropin
S01FA02;S01FA02 Scopolamin
S01FA03;S01FA03 Methylscopolamin
S01FA04;S01FA04 Cyclopentolat
S01FA05;S01FA05 Homatropin
S01FA06;S01FA06 Tropicamid
S01FA56;S01FA56 Tropicamid, Kombinationen
S01FB01;S01FB01 Phenylephrin
S01FB02;S01FB02 Ephedrin
S01FB03;S01FB03 Ibopamin
S01GA01;S01GA01 Naphazolin
S01GA02;S01GA02 Tetryzolin
S01GA03;S01GA03 Xylometazolin
S01GA04;S01GA04 Oxymetazolin
S01GA05;S01GA05 Phenylephrin
S01GA06;S01GA06 Oxedrin
S01GA51;S01GA51 Naphazolin, Kombinationen
S01GA52;S01GA52 Tetryzolin, Kombinationen
S01GA53;S01GA53 Xylometazolin, Kombinationen
S01GA55;S01GA55 Phenylephrin, Kombinationen
S01GA56;S01GA56 Oxedrin, Kombinationen
S01GX01;S01GX01 Cromoglicinsäure
S01GX02;S01GX02 Levocabastin
S01GX03;S01GX03 Spagluminsäure
S01GX04;S01GX04 Nedocromil
S01GX05;S01GX05 Lodoxamid
S01GX06;S01GX06 Emedastin
S01GX07;S01GX07 Azelastin
S01GX08;S01GX08 Ketotifen
S01GX09;S01GX09 Olopatadin
S01GX10;S01GX10 Epinastin
S01GX51;S01GX51 Cromoglicinsäure, Kombinationen
S01HA01;S01HA01 Cocain
S01HA02;S01HA02 Oxybuprocain
S01HA03;S01HA03 Tetracain
S01HA04;S01HA04 Proxymetacain
S01HA05;S01HA05 Procain
S01HA06;S01HA06 Cinchocain
S01HA07;S01HA07 Lidocain
S01HA30;S01HA30 Kombinationen
S01JA01;S01JA01 Fluorescein
S01JA02;S01JA02 Bengalrosa-Natrium
S01JA51;S01JA51 Fluorescein, Kombinationen
S01KA01;S01KA01 Hyaluronsäure
S01KA02;S01KA02 Hypromellose
S01KA51;S01KA51 Hyaluronsäure, Kombinationen
S01KX01;S01KX01 Chymotrypsin
S01LA01;S01LA01 Verteporfin
S01LA02;S01LA02 Anecortav
S01LA03;S01LA03 Pegaptanib
S01LA04;S01LA04 Ranibizumab
S01LA05;S01LA05 Aflibercept
S01XA01;S01XA01 Guajazulen
S01XA02;S01XA02 Retinol
S01XA03;S01XA03 Natriumchlorid, hyperton
S01XA04;S01XA04 Kaliumiodid
S01XA05;S01XA05 Natriumedetat
S01XA06;S01XA06 Ethylmorphin
S01XA07;S01XA07 Alaun
S01XA08;S01XA08 Acetylcystein
S01XA09;S01XA09 Iodoheparinat
S01XA10;S01XA10 Inosin
S01XA11;S01XA11 Nandrolon
S01XA12;S01XA12 Dexpanthenol
S01XA13;S01XA13 Alteplase
S01XA14;S01XA14 Heparin
S01XA15;S01XA15 Ascorbinsäure
S01XA18;S01XA18 Ciclosporin
S01XA20;S01XA20 Künstliche Tränen und andere indifferente Mittel
S02AA01;S02AA01 Chloramphenicol
S02AA02;S02AA02 Nitrofural
S02AA03;S02AA03 Borsäure
S02AA04;S02AA04 Aluminiumacetattartrat
S02AA05;S02AA05 Clioquinol
S02AA06;S02AA06 Hydrogenperoxid
S02AA07;S02AA07 Neomycin
S02AA08;S02AA08 Tetracyclin
S02AA09;S02AA09 Chlorhexidin
S02AA10;S02AA10 Essigsäure
S02AA11;S02AA11 Polymyxin B
S02AA12;S02AA12 Rifamycin
S02AA13;S02AA13 Miconazol
S02AA14;S02AA14 Gentamicin
S02AA15;S02AA15 Ciprofloxacin
S02AA16;S02AA16 Ofloxacin
S02AA30;S02AA30 Antiinfektiva, Kombinationen
S02BA01;S02BA01 Hydrocortison
S02BA03;S02BA03 Prednisolon
S02BA06;S02BA06 Dexamethason
S02BA07;S02BA07 Betamethason
S02BA08;S02BA08 Fluocinolon acetonid
S02CA01;S02CA01 Prednisolon und Antiinfektiva
S02CA02;S02CA02 Flumetason und Antiinfektiva
S02CA03;S02CA03 Hydrocortison und Antiinfektiva
S02CA04;S02CA04 Triamcinolon und Antiinfektiva
S02CA05;S02CA05 Fluocinolonacetonid und Antiinfektiva
S02CA06;S02CA06 Dexamethason und Antiinfektiva
S02CA07;S02CA07 Fludrocortison und Antiinfektiva
S02DA01;S02DA01 Lidocain
S02DA02;S02DA02 Cocain
S02DA03;S02DA03 Phenazon
S02DA04;S02DA04 Cinchocain
S02DA30;S02DA30 Kombinationen
S03AA01;S03AA01 Neomycin
S03AA02;S03AA02 Tetracyclin
S03AA03;S03AA03 Polymyxin B
S03AA04;S03AA04 Chlorhexidin
S03AA05;S03AA05 Hexamidin
S03AA06;S03AA06 Gentamicin
S03AA07;S03AA07 Ciprofloxacin
S03AA08;S03AA08 Chloramphenicol
S03AA30;S03AA30 Antiinfektiva, Kombinationen
S03BA01;S03BA01 Dexamethason
S03BA02;S03BA02 Prednisolon
S03BA03;S03BA03 Betamethason
S03CA01;S03CA01 Dexamethason und Antiinfektiva
S03CA02;S03CA02 Prednisolon und Antiinfektiva
S03CA04;S03CA04 Hydrocortison und Antiinfektiva
S03CA05;S03CA05 Fludrocortison und Antiinfektiva
S03CA06;S03CA06 Betamethason und Antiinfektiva
V01AA01;V01AA01 Federn
V01AA02;V01AA02 Gräserpollen
V01AA03;V01AA03 Hausstaubmilben
V01AA04;V01AA04 Schimmel- und Hefepilze
V01AA05;V01AA05 Baumpollen
V01AA07;V01AA07 Insekten
V01AA08;V01AA08 Nahrungsmittel
V01AA09;V01AA09 Textilien
V01AA10;V01AA10 Blüten
V01AA11;V01AA11 Tiere
V01AA20;V01AA20 Verschiedene
V03AB01;V03AB01 Ipecacuanha
V03AB02;V03AB02 Nalorphin
V03AB03;V03AB03 Edetate
V03AB04;V03AB04 Pralidoxim
V03AB05;V03AB05 Prednisolon und Promethazin
V03AB06;V03AB06 Thiosulfat
V03AB08;V03AB08 Natriumnitrit
V03AB09;V03AB09 Dimercaprol
V03AB13;V03AB13 Obidoxim
V03AB14;V03AB14 Protamin
V03AB15;V03AB15 Naloxon
V03AB16;V03AB16 Ethanol
V03AB17;V03AB17 Methylthioniniumchlorid
V03AB18;V03AB18 Kaliumpermanganat
V03AB19;V03AB19 Physostigmin
V03AB20;V03AB20 Kupfersulfat
V03AB21;V03AB21 Kaliumiodid
V03AB22;V03AB22 Amylnitrit
V03AB23;V03AB23 Acetylcystein
V03AB24;V03AB24 Digitalis-Antitoxin
V03AB25;V03AB25 Flumazenil
V03AB26;V03AB26 Methionin
V03AB27;V03AB27 4-Dimethylaminophenol
V03AB29;V03AB29 Cholinesterase
V03AB31;V03AB31 Eisen(III)hexacyanoferrat(II)
V03AB32;V03AB32 Glutathion
V03AB33;V03AB33 Hydroxocobalamin
V03AB34;V03AB34 Fomepizol
V03AB35;V03AB35 Sugammadex
V03AB36;V03AB36 Phentolamin
V03AC01;V03AC01 Deferoxamin
V03AC02;V03AC02 Deferipron
V03AC03;V03AC03 Deferasirox
V03AE01;V03AE01 Polystyrolsulfonat
V03AE02;V03AE02 Sevelamer
V03AE03;V03AE03 Lanthan(III)-carbonat
V03AE04;V03AE04 Calciumacetat und Magnesiumcarbonat
V03AF01;V03AF01 Mesna
V03AF02;V03AF02 Dexrazoxan
V03AF03;V03AF03 Calciumfolinat
V03AF04;V03AF04 Calciumlevofolinat
V03AF05;V03AF05 Amifostin
V03AF06;V03AF06 Natriumfolinat
V03AF07;V03AF07 Rasburicase
V03AF08;V03AF08 Palifermin
V03AF09;V03AF09 Glucarpidase
V03AF10;V03AF10 Natriumlevofolinat
V03AG01;V03AG01 Natriumcellulosephosphat
V03AH01;V03AH01 Diazoxid
V03AN01;V03AN01 Sauerstoff
V03AN02;V03AN02 Kohlendioxid
V03AN03;V03AN03 Helium
V03AN04;V03AN04 Stickstoff
V03AN05;V03AN05 Medizinische Luft
V03AX02;V03AX02 Nalfurafin
V03AZ01;V03AZ01 Ethanol
V04CA01;V04CA01 Tolbutamid
V04CA02;V04CA02 Glucose
V04CB01;V04CB01 Vitamin-A-Konzentrate
V04CC01;V04CC01 Sorbitol
V04CC02;V04CC02 Magnesiumsulfat
V04CC03;V04CC03 Sincalid
V04CC04;V04CC04 Ceruletid
V04CD01;V04CD01 Metyrapon
V04CD03;V04CD03 Sermorelin
V04CD04;V04CD04 Corticoliberin
V04CD05;V04CD05 Somatorelin
V04CE01;V04CE01 Galactose
V04CE02;V04CE02 Bromsulfalein
V04CF01;V04CF01 Tuberkulin
V04CG01;V04CG01 Kationenaustauscherharze
V04CG02;V04CG02 Betazol
V04CG03;V04CG03 Histaminphosphat
V04CG04;V04CG04 Pentagastrin
V04CG05;V04CG05 Methylthioniniumchlorid
V04CG30;V04CG30 Coffein und Natriumbenzoat
V04CH01;V04CH01 Inulin und andere Polyfructosane
V04CH02;V04CH02 Indigokarmin
V04CH03;V04CH03 Phenolsulfonphthalein
V04CH04;V04CH04 Alsactid
V04CH30;V04CH30 Aminohippursäure
V04CJ01;V04CJ01 Thyrotropin
V04CJ02;V04CJ02 Protirelin
V04CK01;V04CK01 Sekretin
V04CK02;V04CK02 Pankreozymin (Cholecystokinin)
V04CK03;V04CK03 Bentiromid
V04CM01;V04CM01 Gonadorelin
V06DC01;V06DC01 Glucose
V06DC02;V06DC02 Fructose
V08AA01;V08AA01 Amidotrizoesäure
V08AA02;V08AA02 Metrizoesäure
V08AA03;V08AA03 Iodamid
V08AA04;V08AA04 Iotalaminsäure
V08AA05;V08AA05 Ioxitalaminsäure
V08AA06;V08AA06 Ioglicinsäure
V08AA07;V08AA07 Acetrizoinsäure
V08AA08;V08AA08 Iocarminsäure
V08AA09;V08AA09 Methiodal
V08AA10;V08AA10 Diodon
V08AB01;V08AB01 Metrizamid
V08AB02;V08AB02 Iohexol
V08AB03;V08AB03 Ioxaglinsäure
V08AB04;V08AB04 Iopamidol
V08AB05;V08AB05 Iopromid
V08AB06;V08AB06 Iotrolan
V08AB07;V08AB07 Ioversol
V08AB08;V08AB08 Iopentol
V08AB09;V08AB09 Iodixanol
V08AB10;V08AB10 Iomeprol
V08AB11;V08AB11 Iobitridol
V08AB12;V08AB12 Ioxilan
V08AC01;V08AC01 Iodoxaminsäure
V08AC02;V08AC02 Iotroxinsäure
V08AC03;V08AC03 Ioglycaminsäure
V08AC04;V08AC04 Adipiodon
V08AC05;V08AC05 Iobenzaminsäure
V08AC06;V08AC06 Iopansäure
V08AC07;V08AC07 Iocetaminsäure
V08AC08;V08AC08 Natriumiopodat
V08AC09;V08AC09 Tyropansäure
V08AC10;V08AC10 Calciumiopodat
V08AD01;V08AD01 Ethylester iodierter Fettsäuren
V08AD02;V08AD02 Iopydol
V08AD03;V08AD03 Propyliodon
V08AD04;V08AD04 Iofendylat
V08BA01;V08BA01 Bariumsulfat mit Suspensionsmittel
V08BA02;V08BA02 Bariumsulfat ohne Suspensionsmittel
V08CA01;V08CA01 Gadopentetsäure
V08CA02;V08CA02 Gadotersäure
V08CA03;V08CA03 Gadodiamid
V08CA04;V08CA04 Gadoteridol
V08CA05;V08CA05 Mangafodipir
V08CA06;V08CA06 Gadoversetamid
V08CA07;V08CA07 Ammoniumeisen(III)citrat
V08CA08;V08CA08 Gadobensäure
V08CA09;V08CA09 Gadobutrol
V08CA10;V08CA10 Gadoxetsäure
V08CA11;V08CA11 Gadofosveset
V08CB01;V08CB01 Ferumoxsil
V08CB02;V08CB02 Ferristen
V08CB03;V08CB03 Eisenoxid, Nanopartikel
V08CX01;V08CX01 Perflubron
V08DA01;V08DA01 Humanalbumin-Mikrosphären
V08DA02;V08DA02 Galactose-Mikropartikel
V08DA03;V08DA03 Perflenapent
V08DA04;V08DA04 Phospholipid-Mikrosphären
V08DA05;V08DA05 Schwefelhexafluorid
V09AA01;V09AA01 (99mTc)Technetium-Exametazim
V09AA02;V09AA02 (99mTc)Technetiumbicisat
V09AB01;V09AB01 (123I)Iod-Iofetamin
V09AB02;V09AB02 (123I)Iod-Ioloprid
V09AB03;V09AB03 (123I)Iod-Ioflupan
V09AX01;V09AX01 (111In)Indiumpentetat
V09AX03;V09AX03 (124I)Iod-2beta-carbomethoxy-3beta-(iodphenyl)tropan
V09BA01;V09BA01 (99mTc)Technetiumoxidronat
V09BA02;V09BA02 (99mTc)Technetiummedronat
V09BA03;V09BA03 (99mTc)Technetiumpyrophosphat
V09BA04;V09BA04 (99mTc)Technetiumbutedronat
V09CA01;V09CA01 (99mTc)Technetiumpentetat
V09CA02;V09CA02 (99mTc)Technetium-Succimer
V09CA03;V09CA03 (99mTc)Technetiummertiatid
V09CA04;V09CA04 (99mTc)Technetiumglucoheptonat
V09CA05;V09CA05 (99mTc)Technetiumgluconat
V09CX01;V09CX01 (123I)Natrium-Iodhippurat
V09CX02;V09CX02 (131I)Natrium-Iodhippurat
V09CX03;V09CX03 (125I)Natrium-Iodthalamat
V09CX04;V09CX04 (51Cr)Chromedetat
V09DA01;V09DA01 (99mTc)Technetium-Disofenin
V09DA02;V09DA02 (99mTc)Technetium-Etifenin
V09DA03;V09DA03 (99mTc)Technetium-Lidofenin
V09DA04;V09DA04 (99mTc)Technetium-Mebrofenin
V09DA05;V09DA05 (99mTc)Technetium-Galtifenin
V09DB01;V09DB01 (99mTc)Technetium-Nanokolloid
V09DB02;V09DB02 (99mTc)Technetium-Mikrokolloid
V09DB03;V09DB03 (99mTc)Technetium-Millimikrosphären
V09DB04;V09DB04 (99mTc)Technetium-Zinn-Kolloid
V09DB05;V09DB05 (99mTc)Technetium-Schwefel-Kolloid
V09DB06;V09DB06 (99mTc)Technetium-Rheniumsulfid-Kolloid
V09DB07;V09DB07 (99mTc)Technetiumphytat
V09DX01;V09DX01 (75Se)Selenium-tauroselcholinat
V09EA01;V09EA01 (99mTc)Technetiumpentetat
V09EA02;V09EA02 (99mTc)Technetium, Technegas
V09EA03;V09EA03 (99mTc)Technetium-Nanokolloid
V09EB01;V09EB01 (99mTc)Technetium-Macrosalb
V09EB02;V09EB02 (99mTc)Technetium-Mikrosphären
V09EX01;V09EX01 (81mKr)Kryptongas
V09EX02;V09EX02 (127Xe)Xenongas
V09EX03;V09EX03 (133Xe)Xenongas
V09FX01;V09FX01 (99mTc)Technetiumpertechnetat
V09FX02;V09FX02 (123I)Natriumiodid
V09FX03;V09FX03 (131I)Natriumiodid
V09FX04;V09FX04 (124I)Natriumiodid
V09GA01;V09GA01 (99mTc)Technetiumsestamibi
V09GA02;V09GA02 (99mTc)Technetiumtetrofosmin
V09GA03;V09GA03 (99mTc)Technetiumteboroxim
V09GA04;V09GA04 (99mTc)Technetium-Humanalbumin
V09GA05;V09GA05 (99mTc)Technetiumfurifosmin
V09GA06;V09GA06 (99mTc)Technetium-Zinn-markierte Zellen
V09GA07;V09GA07 (99mTc)Technetiumapcitid
V09GB01;V09GB01 (125I)Fibrinogen
V09GB02;V09GB02 (125I)Iod-Humanalbumin
V09GX01;V09GX01 (201Tl)Thalliumchlorid
V09GX02;V09GX02 (111In)Indiumimciromab
V09GX03;V09GX03 (51Cr)Chromchromat-markierte Zellen
V09HA01;V09HA01 (99mTc)Technetium-Humanimmunglobulin
V09HA02;V09HA02 (99mTc)Technetium-Exametazim-markierte Zellen
V09HA03;V09HA03 (99mTc)Technetium-Antigranulozyten-Antikörper
V09HA04;V09HA04 (99mTc)Technetium-Sulesomab
V09HB01;V09HB01 (111In)Indiumoxinat-markierte Zellen
V09HB02;V09HB02 (111In)Indiumtropolonat-markierte Zellen
V09HX01;V09HX01 (67Ga)Galliumcitrat
V09IA01;V09IA01 (99mTc)Technetium-Anticarcinoembryoantigen-Antikörper
V09IA02;V09IA02 (99mTc)Technetium-Antimelanom-Antikörper
V09IA03;V09IA03 (99mTc)Technetiumsuccimer, pentavalent
V09IA04;V09IA04 (99mTc)Technetiumvotumumab
V09IA05;V09IA05 (99mTc)Technetiumdepreotid
V09IA06;V09IA06 (99mTc)Technetiumarcitumomab
V09IA07;V09IA07 (99mTc)Technetium-hynic-octreotid
V09IB01;V09IB01 (111In)Indiumpentetreotid
V09IB02;V09IB02 (111In)Indium-Satumomab-Pendetid
V09IB03;V09IB03 (111In)Indium-Antiovariumkarzinom-Antikörper
V09IB04;V09IB04 (111In)Indium-Capromab-Pendetid
V09IX01;V09IX01 (123I)Iobenguan
V09IX02;V09IX02 (131I)Iobenguan
V09IX03;V09IX03 (125I)Iod-CC49-Monoklonaler Antikörper
V09IX04;V09IX04 (18F)Fludeoxyglucose
V09IX05;V09IX05 (18F)Fluorodopa
V09IX06;V09IX06 (18F)Natriumfluorid
V09IX07;V09IX07 (18F)Fluormethylcholin
V09IX08;V09IX08 (18F)Fluoroethylcholin
V09XA01;V09XA01 (131I)Iodnorcholesterol
V09XA02;V09XA02 (131I)Iodcholesterol
V09XA03;V09XA03 (131I)Iod-Humanalbumin
V09XX01;V09XX01 (57Co)Cobaltcyanocobalamin
V09XX02;V09XX02 (58Co)Cobaltcyanocobalamin
V09XX03;V09XX03 (75Se)Selennorcholesterol
V09XX04;V09XX04 (59Fe)Eisen(III)-citrat
V10AA01;V10AA01 (90Y)Yttriumcitrat-Kolloid
V10AA02;V10AA02 (90Y)Yttrium-Eisen(III)hydroxid-Kolloid
V10AA03;V10AA03 (90Y)Yttriumsilicat-Kolloid
V10AX01;V10AX01 (32P)Chrom(III)phosphat-Kolloid
V10AX02;V10AX02 (153Sm)Samariumhydroxyapatit-Kolloid
V10AX03;V10AX03 (165Dy)Dysprosium-Kolloid
V10AX04;V10AX04 (169Er)Erbiumcitrat-Kolloid
V10AX05;V10AX05 (186Re)Rheniumsulfid-Kolloid
V10AX06;V10AX06 (198Au)Gold-Kolloid
V10BX01;V10BX01 (89Sr)Strontiumchlorid
V10BX02;V10BX02 (153Sm)Samariumlexidronam
